,100,1000,10000,100000
0,0.05284202752002562,2.2865694207806535,0.5135700643327017,3.747001740556909
1,5.020214110850406,3.6982306450834104,7.582951355162764,1.8217693017380707
2,3.88788085055721,8.546185705006632,8.073215339815526,3.2869024442711154
3,0.42256160183403674,1.1057067921165626,3.060830480666093,8.825198879657592
4,7.115507541949746,3.0692252291061974,7.7748562646505555,8.193694657691218
5,7.761646999922033,0.5949994364276061,1.5326825952000642,8.648653905524093
6,0.968849507851724,6.024455699609699,2.587663371252749,5.793782231815574
7,1.721910122251583,5.76801082719304,4.526009227737321,1.385179036619416
8,1.5756279885712146,7.064310597969291,8.32990013024069,8.966478120760637
9,8.775174263579578,8.697068302123125,6.818174565401435,7.960726280687545
10,5.670062267610351,3.618264431976309,4.031053256250697,0.20663974578646938
11,7.783118592990357,7.195836391112729,6.463012813232609,7.597782664838663
12,9.015485013140246,9.310261949270558,8.653425981442776,1.7208445658257334
13,2.759569143587623,5.93364514082988,0.3330369527295784,8.26427292271151
14,8.02820259892107,6.819866284918941,2.5008242350306418,6.039121864838322
15,7.435153382233147,8.412453257109144,8.907180528367679,1.3836352297532453
16,2.577944596432602,9.410295667920796,0.8164165031203108,1.5332544994385109
17,2.2956104069705145,8.894496068566687,1.9689874425458225,2.2271532384276282
18,3.192359954862008,0.950745679659477,9.21558754267534,5.098209752491258
19,1.9312917399060194,6.705561028026407,5.116274688652781,2.178841052152878
20,7.2633270493856,6.083669696488341,4.522001343900804,6.985791443610982
21,1.9928087415156905,5.672248121274693,7.494469785013811,9.035269818044098
22,4.958468304238856,6.774683007219499,6.632975897899125,8.34421400407893
23,3.3540819802680244,2.372640991204568,1.9323239363572384,7.012651259315352
24,0.43928740323504606,9.045140465964828,3.4541451682928352,5.364812604469437
25,7.156510715642131,7.407074055496388,2.221651182561566,1.0740461924751397
26,4.347109539515132,8.863814992099957,3.3158488230118177,0.6582571078693161
27,4.570546260702085,9.285459765066733,0.6981417794474731,9.051734586025526
28,7.537200182568561,8.532497435466501,0.6981892000646771,4.107246858558442
29,3.387880586876506,9.299188987188783,6.931716279809297,6.611735379931455
30,5.938202248871839,9.777396337543008,7.398937469674028,8.24532060843085
31,2.560619104784126,3.6985915768189805,5.167425078146026,4.2262683539246835
32,1.9983887281265083,0.06408890012281222,7.010286333274629,6.222325513656792
33,5.416254425751105,8.158692584410005,2.2402486699261352,5.581710924297038
34,7.745782404147503,9.899547838116892,2.162589191496975,1.903032174311353
35,6.400334373209703,0.270381618819754,3.256068195508809,2.9423433036874846
36,1.5594902405420994,9.811146496751148,0.8416016774348918,4.77494332817731
37,4.8859476868263325,9.660646233162993,1.5133850093729293,6.48095160175137
38,3.3495702322920717,4.389887350702166,4.672368104726162,8.015661385845315
39,4.1668693684430025,7.400451953848929,2.856346199488348,8.622240454103387
40,7.913502687102534,7.10818343495675,9.474525214050553,9.914573000258434
41,8.224573749635502,3.659841912719384,9.081404406829133,3.492186282177499
42,4.369656300258277,7.953758795734904,4.842889228566291,3.446874942967406
43,4.0604168232671025,9.812149223827792,1.1004740048899488,0.9899930821242726
44,6.622871590457594,7.029951500480518,2.467077721950383,5.225510542566308
45,9.855183744769354,2.5902710791188923,5.6957373222559085,4.33207117587609
46,6.0101867318177105,7.699908003606812,5.395300547917211,1.7344587602965669
47,4.7376740059670235,4.997974323341151,9.493342453961573,8.90175925309345
48,1.4359224428040727,1.3019796650162851,5.317008445346031,2.3881196003379577
49,4.774443648004542,9.541844804664573,2.8801566159539287,3.4627193174005297
50,6.001083181705578,9.30183428789066,8.233780229518604,6.62551942668518
51,5.325485769502233,6.138633858910444,9.822094212244751,3.7613866999189804
52,9.795565237243558,3.556323222247028,3.285833898299801,5.336117124030394
53,5.543860729211909,1.8950733057910283,7.664683467630456,3.457737952344524
54,3.6710321096868794,2.6248942484671467,7.351887262741078,2.169462247325448
55,4.811660052466127,7.043518421017453,8.27813308413097,0.536543016912542
56,0.05256378325926228,0.32327791683452156,9.013833498818295,9.69984921154097
57,0.13399357444932533,6.5261257990557064,0.8542601533360454,4.683996207240036
58,8.087062453405714,7.9715754040450735,1.66205469324767,8.189503489571972
59,9.908832940251761,6.2362706675744315,4.063344552196409,8.089000468163052
60,0.09232620477963382,7.501710156794105,2.8274489177454845,4.078183796740645
61,7.257073472081003,0.32418699011304114,1.8813675320431047,6.5606999971346704
62,4.072924529684922,8.377809754660774,3.5520310521945433,5.888869964026117
63,4.986199984556576,8.59727925122652,9.048367051651788,2.8245455731694924
64,7.066904133434152,3.50878875085823,6.308320941475295,9.09132003763023
65,0.22155973599794315,4.392961686102898,2.8358709003859826,4.813675983998383
66,3.892467393049148,0.9088295281186769,2.79467937135945,2.580287680630639
67,4.192196895413146,9.65233828631517,1.395062872067807,9.709136017996151
68,8.219320475640547,1.5732853514080134,7.326568858075554,3.186303233538359
69,8.810529131165364,1.5073174893640258,5.007369996748718,1.7517954627405377
70,1.2541934850751875,9.411558988367105,0.5917006057202119,3.633332230065328
71,9.3940737585989,0.5546288938621592,7.488009139776231,8.060806365232171
72,4.9245848867400985,7.304184077611236,9.20758126052273,5.4635803414191075
73,3.0315575010682356,1.73719202208733,8.72382462926298,1.9763295007814488
74,3.539671621643862,1.5818664924199384,1.2254714968673586,0.729406858032897
75,5.876570966997317,4.595787384220349,0.17130871074537482,6.570127878005181
76,1.220355364778162,6.875463106407659,2.904621309811394,6.142325381781516
77,7.113149384295836,4.795823577976744,6.130534369994544,4.428738617438064
78,8.248850297706399,3.710028914201546,1.7919206879548544,5.431077374478587
79,2.2080387482903987,5.891596157078537,4.75930357695541,1.6376991666941203
80,2.62693353756958,5.076264330436537,4.866809231430946,3.7706255758578484
81,9.682439041715684,0.35734283047666376,6.975328719004832,6.032493553597595
82,2.5751603307610287,5.990198023149325,2.5096136383967504,8.698322486294973
83,2.0580993178435834,1.4598309554764608,8.60911977212157,7.9262904049657035
84,5.7318347356589125,9.873904040985252,9.778430357058166,1.581219800650426
85,3.4109479336559185,2.0623878627229453,1.2647154208423372,7.617606333833562
86,0.3764854279292015,6.303507766291384,9.745272588856814,9.34457392649366
87,6.370402352504991,5.529187495244944,9.899130293610304,2.6235365338212664
88,0.07202293027006623,7.627019225067231,3.898635887051615,3.062000273042824
89,4.757416894370088,9.401071159960953,1.1059545262497745,6.770837138586407
90,5.70558777677491,4.286257097098571,5.513547653219092,8.549533611757106
91,6.1592761115541865,9.363287377488634,3.9520378722697584,3.446360343006989
92,9.326427462353937,3.3201836010721006,4.63322724323562,1.8984272335419494
93,9.964022128834394,0.5539090420477811,2.334627432826587,1.6150249451433831
94,5.052452035027661,9.92388745302425,3.2052848495555306,1.4969279178178234
95,8.954573485291231,9.440700434949411,8.581536011440106,3.129492307344799
96,6.58023697011644,9.585284381076992,3.1723106590035166,0.6830208191375763
97,6.809827342352324,1.2091921226142888,3.5982691504988513,3.2912580234211077
98,9.82232829784563,2.0073737720976057,4.74495622439891,0.77161920507709
99,5.970204648554839,5.2750444540928685,4.856852305786883,5.921585384272408
100,,0.08184225998861767,9.798383163241294,4.89229060124892
101,,9.129199695105012,9.718530015023083,8.817961050387929
102,,1.7086628246374107,4.429766036204474,2.20597507483465
103,,7.837313394490004,3.1900597999780578,6.573483083996336
104,,5.886439812808866,8.819026613798698,4.142727908711584
105,,9.38348791780497,5.675856216269511,5.969421862617466
106,,4.218320619365741,4.211651732728735,6.586331864024125
107,,8.595440925237593,5.032155165689102,3.3343266377538274
108,,1.8235885030179257,1.8233282099997925,3.5176293187582934
109,,0.927707767330042,3.4535014590838693,5.298404517885857
110,,0.2961603226829693,2.934104402767053,7.872374567173509
111,,9.791763911440913,8.988598389315559,5.924671321624116
112,,2.6415372925441565,8.0069482997076,1.712479705855362
113,,8.867578180243163,0.9762029445209082,3.7772071370336247
114,,6.6354105613742504,1.4747065495407923,7.702782472526372
115,,7.781226413273537,8.576852413494338,2.441225390052708
116,,5.094242080835216,6.682855248610222,4.691757269830386
117,,3.9780277931080263,7.589162589886497,9.207018331905598
118,,8.2838439751146,5.008029415041215,2.790341876165555
119,,0.40880197435822385,6.4043913540440585,9.87265221073121
120,,5.806601661212417,6.67470580355141,1.1776493585616465
121,,4.4502081988496265,2.046267542067512,3.9313006037686256
122,,7.822203114121734,7.93683974955623,2.432916954260533
